R00005	R00005	urea-1-carboxylate amidohydrolase; Urea-1-carboxylate + H2O <=> 2 CO2 + 2 Ammonia
R06189	R06189	UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + G00077
R06190	R06190	UDP-D-galactose + VI2Fuc-nLc6 <=> UDP + G00083
R06191	R06191	UDP-N-acetyl-D-galactosamine + G00074 <=> UDP + Type IIIAb
R06193	R06193	UDP-N-acetyl-D-galactosamine + VI2Fuc-nLc6 <=> UDP + G00072
R06197	R06197	UDP-N-acetyl-D-galactosamine + Type IIIH glycolipid <=> UDP + Type IIIA glycolipid
R06199	R06199	Starch(n+1) + H2O <=> alpha-D-Glucose + Starch(n)
R06200	R06200	1,4-beta-D-Glucan(n+2) + H2O <=> 1,4-beta-D-Glucan(n) + Cellobiose
R06211	R06211	Sucrose 6'-phosphate + H2O <=> Sucrose + Orthophosphate
R06221	R06221	GDP-L-fucose + V3Fuc-nLc6Cer <=> GDP + V3Fuc,III3Fuc-nLc6Cer
R06222	R06222	GDP-L-fucose + G00084 <=> GDP + G00085
R06223	R06223	squalene synthase; 2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2 Diphosphate + NADP+
R06224	R06224	GDP-L-fucose + G00085 <=> GDP + G00086
R06227	R06227	GDP-L-fucose + G00081 <=> GDP + G00082
R06230	R06230	GDP-L-fucose + nLc6Cer <=> GDP + III3Fuc-nLc6Cer
R06238	R06238	GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase; GDP-D-mannose + G00004 <=> GDP + G00005
R06240	R06240	Pectic acid(n+2) <=> G10113 + Pectic acid(n)
R06258	R06258	Dolichyl phosphate D-mannose + G00006 <=> Dolichyl phosphate + G10595
R06259	R06259	Dolichyl phosphate D-mannose + G10595 <=> Dolichyl phosphate + G10596
R06260	R06260	Dolichyl phosphate D-mannose + G10596 <=> Dolichyl phosphate + G10597
R06261	R06261	Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate + G00007
R06262	R06262	dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase; Dolichyl D-glucosyl phosphate + G00007 <=> Dolichyl phosphate + G10598
R06263	R06263	dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase; Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate + G10599
R06264	R06264	dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-glucosyltransferase; Dolichyl D-glucosyl phosphate + G10599 <=> Dolichyl phosphate + G00008
R06265	R06265	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating); Magnesium protoporphyrin monomethyl ester + NADPH + H+ + Oxygen <=> 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + H2O
R06266	R06266	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating); 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + Oxygen <=> 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + 2 H2O
R06267	R06267	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating); 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + Oxygen <=> Divinylprotochlorophyllide + NADP+ + 2 H2O
R06268	R06268	magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating); Magnesium protoporphyrin monomethyl ester + S-Adenosyl-L-methionine + H2O <=> 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-Deoxyadenosine + L-Methionine
R06269	R06269	magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating); 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + S-Adenosyl-L-methionine <=> 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-Deoxyadenosine + L-Methionine
R06270	R06270	magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating); 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + S-Adenosyl-L-methionine <=> Divinylprotochlorophyllide + 5'-Deoxyadenosine + L-Methionine
R06271	R06271	Divinylprotochlorophyllide + 2 H+ <=> Protochlorophyllide
R06272	R06272	chlorophyllide-a:NADP+ oxidoreductase; Divinyl chlorophyllide a + NADPH + H+ <=> Chlorophyllide + NADP+
R06276	R06276	Glucosylceramide + UDP-D-galactose <=> Lactosylceramide + UDP
R06277	R06277	UDP-D-galactose + N-Acylsphingosine <=> UDP + Galactosylceramide
R06282	R06282	ATP-dependent ferredoxin:protochlorophyllide-a 7,8-oxidoreductase; Chlorophyllide + Oxidized ferredoxin + 2 ADP + 2 Orthophosphate <=> Protochlorophyllide + Reduced ferredoxin + 2 ATP + 2 H2O
R06284	R06284	chlorophyllide-a:phytyl-diphosphate phytyltransferase; Chlorophyllide + Phytyl diphosphate <=> Chlorophyll a + Diphosphate
R06286	R06286	chlorophyllide-a:NADP+ 7,8-oxidoreductase; Divinyl chlorophyllide a + NADP+ <=> Divinylprotochlorophyllide + NADPH + H+
R06291	R06291	ent-kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); ent-Kaurene + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Kaur-16-en-18-ol + [Oxidized NADPH---hemoprotein reductase] + H2O
R06292	R06292	ent-Kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); Kaur-16-en-18-ol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Kaur-16-en-18-al + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
R06293	R06293	ent-Kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); Kaur-16-en-18-al + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Kaur-16-en-18-oic acid + [Oxidized NADPH---hemoprotein reductase] + H2O
R06294	R06294	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); Kaur-16-en-18-oic acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> ent-7alpha-Hydroxykaur-16-en-19-oic acid + [Oxidized NADPH---hemoprotein reductase] + H2O
R06295	R06295	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); ent-7alpha-Hydroxykaur-16-en-19-oic acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Gibberellin A12 aldehyde + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
R06296	R06296	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); ent-7alpha-Hydroxykaur-16-en-19-oic acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 6beta,7beta-Dihydroxykaurenoic acid + [Oxidized NADPH---hemoprotein reductase] + H2O
R06297	R06297	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating); Gibberellin A12 aldehyde + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Gibberellin A12 + [Oxidized NADPH---hemoprotein reductase] + H2O
R06298	R06298	(+)-copalyl-diphosphate lyase (decyclizing); Geranylgeranyl diphosphate <=> Copalyl diphosphate
R06312	R06312	9alpha-Copalyl-diphosphate lyase (decyclizing); Geranylgeranyl diphosphate <=> 9alpha-Copalyl diphosphate
R06322	R06322	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase; Gibberellin A12 + 2-Oxoglutarate + Oxygen <=> Gibberellin A15 open lactone + Succinate + CO2
R06323	R06323	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase; Gibberellin A15 open lactone + 2-Oxoglutarate + Oxygen <=> Gibberellin A24 + Succinate + CO2 + H2O
R06326	R06326	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase; Gibberellin A24 <=> Gibberellin A9 + CO2
R06336	R06336	(gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating); Gibberellin A9 + 2-Oxoglutarate + Oxygen <=> Gibberellin A4 + Succinate + CO2
R06337	R06337	(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating); Gibberellin A9 + 2-Oxoglutarate + Oxygen <=> Gibberellin A51 + Succinate + CO2
R06338	R06338	(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating); Gibberellin A4 + 2-Oxoglutarate + Oxygen <=> Gibberellin A34 + Succinate + CO2
R06361	R06361	Acyl-CoA:isopenicillin N N-acyltransferase; Isopenicillin N + Acyl-CoA + H2O <=> Penicillin + CoA + L-2-Aminoadipate
R06363	R06363	Penicillin hydrolase; Penicillin + H2O <=> Penicilloic acid
R06364	R06364	CDPethanolamine:1-alkyl-2-acylglycerol ethanolaminephosphotransferase; CDP-ethanolamine + 1-Alkyl-2-acylglycerol <=> CMP + 1-Alkyl-2-acylglycerophosphoethanolamine
R06366	R06366	Aldehyde:NAD+ oxidoreductase; Perillyl aldehyde + H2O + NAD+ <=> Perillic acid + NADH + H+
R06390	R06390	monoterpene epsilon-lactone hydrolase; (4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone + H2O <=> (3R)-6-Hydroxy-3-isopropenyl-heptanoate
R06391	R06391	isopropenylmethyloxepan-2-one lactonohydrolase; (3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone + H2O <=> (5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
R06392	R06392	4-isopropenyl-7-methyloxepan-2-one lactonohydrolase; (4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone + H2O <=> (3S)-6-Hydroxy-3-isopropenyl-heptanoate
R06393	R06393	monoterpene epsilon-lactone hydrolase; (3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone + H2O <=> (5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
R06398	R06398	limonene 1,2-monooxygenase; (R)-Limonene + NADH + Oxygen + H+ <=> Limonene-1,2-epoxide + NAD+ + H2O
R06411	R06411	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase; cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
R06412	R06412	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase; trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
R06421	R06421	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-terpineol-forming]; Geranyl diphosphate + H2O <=> (-)-alpha-Terpineol + Diphosphate
R06422	R06422	(-)-alpha-Terpineol <=> 1,8-Cineole
R06426	R06426	dTDP-3-amino-3,4,6-trideoxy-D-glucose:2-oxoglutarate aminotransferase; dTDP-3-oxo-4,6-dideoxy-D-glucose + L-Glutamate <=> dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2-Oxoglutarate
R06427	R06427	S-adenosyl-L-methionine:dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase; dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine <=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
R06428	R06428	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming); dTDP-4-oxo-6-deoxy-D-glucose <=> dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose + H2O
R06433	R06433	dTDP-4-oxo-2,6-dideoxy-D-allose 5-epimerase; dTDP-4-oxo-2,6-dideoxy-D-allose <=> dTDP-4-oxo-2,6-dideoxy-L-mannose
R06436	R06436	dTDP-L-mycarose:NADP+ 4-oxidoreductase; dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose + NADPH + H+ <=> dTDP-L-mycarose + NADP+
R06437	R06437	dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3-epimerase; dTDP-4-oxo-6-deoxy-D-glucose <=> dTDP-4-oxo-6-deoxy-D-allose
R06438	R06438	dTDP-6-deoxy-alpha-D-allose:NAD+ oxidoreductase; dTDP-6-deoxy-D-allose + NAD+ <=> dTDP-4-oxo-6-deoxy-D-allose + NADH + H+
R06439	R06439	S-adenosyl-L-methionine:dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase; dTDP-3-amino-3,6-dideoxy-D-glucose + 2 S-Adenosyl-L-methionine <=> dTDP-D-mycaminose + 2 S-Adenosyl-L-homocysteine + 2 H+
R06447	R06447	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units); trans,trans-Farnesyl diphosphate + 8 Isopentenyl diphosphate <=> di-trans,poly-cis-Undecaprenyl diphosphate + 8 Diphosphate
R06465	R06465	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone + NADPH + Oxygen <=> 5-Oxoavermectin ''2a'' aglycone + NADP+ + H2O
R06466	R06466	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, lupeol-forming); (S)-2,3-Epoxysqualene <=> Lupeol
R06467	R06467	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone + NADPH + Oxygen <=> 5-Oxoavermectin ''1a'' aglycone + NADP+ + H2O
R06468	R06468	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone + NADPH + Oxygen <=> 5-Oxoavermectin ''2b'' aglycone + NADP+ + H2O
R06469	R06469	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-amyrin-forming); (S)-2,3-Epoxysqualene <=> beta-Amyrin
R06470	R06470	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone + NADPH + Oxygen <=> 5-Oxoavermectin ''1b'' aglycone + NADP+ + H2O
R06471	R06471	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-amyrin-forming); (S)-2,3-Epoxysqualene <=> alpha-Amyrin
R06472	R06472	5-Oxoavermectin ''2a'' aglycone + NADPH + H+ <=> Avermectin B2a aglycone + NADP+
R06473	R06473	5-Oxoavermectin ''1a'' aglycone + NADPH + H+ <=> Avermectin B1a aglycone + NADP+
R06474	R06474	5-Oxoavermectin ''2b'' aglycone + NADPH + H+ <=> Avermectin B2b aglycone + NADP+
R06475	R06475	5-Oxoavermectin ''1b'' aglycone + NADPH + H+ <=> Avermectin B1b aglycone + NADP+
R06476	R06476	Avermectin B2a aglycone + S-Adenosyl-L-methionine <=> Avermectin A2a aglycone + S-Adenosyl-L-homocysteine
R06477	R06477	Avermectin B1a aglycone + S-Adenosyl-L-methionine <=> Avermectin A1a aglycone + S-Adenosyl-L-homocysteine
R06478	R06478	Avermectin B2b aglycone + S-Adenosyl-L-methionine <=> Avermectin A2b aglycone + S-Adenosyl-L-homocysteine
R06479	R06479	Avermectin B1b aglycone + S-Adenosyl-L-methionine <=> Avermectin A1b aglycone + S-Adenosyl-L-homocysteine
R06480	R06480	2-Methylbutanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone + 12 CO2 + 13 CoA + 5 H2O + 9 NADP+
R06481	R06481	2-Methylbutanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone + 12 CO2 + 13 CoA + 6 H2O + 9 NADP+
R06482	R06482	2-Methylpropanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone + 12 CO2 + 13 CoA + 5 H2O + 9 NADP+
R06483	R06483	2-Methylpropanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone + 12 CO2 + 13 CoA + 6 H2O + 9 NADP+
R06484	R06484	Avermectin B2a aglycone + dTDP-L-oleandrose <=> Avermectin B2a monosaccharide + dTDP
R06485	R06485	Avermectin B2a monosaccharide + dTDP-L-oleandrose <=> Avermectin B2a + dTDP
R06486	R06486	Avermectin A2a aglycone + dTDP-L-oleandrose <=> Avermectin A2a monosaccharide + dTDP
R06487	R06487	Avermectin A2a monosaccharide + dTDP-L-oleandrose <=> Avermectin A2a + dTDP
R06488	R06488	Avermectin B1a aglycone + dTDP-L-oleandrose <=> Avermectin B1a monosaccharide + dTDP
R06489	R06489	Avermectin B1a monosaccharide + dTDP-L-oleandrose <=> Avermectin B1a + dTDP
R06490	R06490	Avermectin A1a aglycone + dTDP-L-oleandrose <=> Avermectin A1a monosaccharide + dTDP
R06491	R06491	Avermectin A1a monosaccharide + dTDP-L-oleandrose <=> Avermectin A1a + dTDP
R06492	R06492	Avermectin B2b aglycone + dTDP-L-oleandrose <=> Avermectin B2b monosaccharide + dTDP
R06493	R06493	Avermectin B2b monosaccharide + dTDP-L-oleandrose <=> Avermectin B2b + dTDP
R06494	R06494	Avermectin A2b aglycone + dTDP-L-oleandrose <=> Avermectin A2b monosaccharide + dTDP
R06495	R06495	Avermectin A2b monosaccharide + dTDP-L-oleandrose <=> Avermectin A2b + dTDP
R06496	R06496	Avermectin B1b aglycone + dTDP-L-oleandrose <=> Avermectin B1b monosaccharide + dTDP
R06497	R06497	Avermectin B1b monosaccharide + dTDP-L-oleandrose <=> Avermectin B1b + dTDP
R06498	R06498	Avermectin A1b aglycone + dTDP-L-oleandrose <=> Avermectin A1b monosaccharide + dTDP
R06499	R06499	Avermectin A1b monosaccharide + dTDP-L-oleandrose <=> Avermectin A1b + dTDP
R06513	R06513	dTDPglucose 4,6-hydro-lyase; dTDP-glucose <=> dTDP-4-oxo-6-deoxy-D-glucose + H2O
R06514	R06514	dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase; dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase; dTDP-4-oxo-6-deoxy-D-glucose <=> dTDP-4-dehydro-beta-L-rhamnose
R06516	R06516	sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming); Sphingosine 1-phosphate <=> Ethanolamine phosphate + Hexadecenal
R06517	R06517	acyl-CoA:sphingosine N-acyltransferase; Acyl-CoA + Sphinganine <=> CoA + Dihydroceramide
R06518	R06518	N-acylsphingosine amidohydrolase; Dihydroceramide + H2O <=> Fatty acid + Sphinganine
R06519	R06519	dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (4,5-dehydrogenating); Dihydroceramide + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> N-Acylsphingosine + 2 Ferricytochrome b5 + 2 H2O
R06520	R06520	3-sn-phosphatidate phosphohydrolase; Sphinganine 1-phosphate + H2O <=> Sphinganine + Orthophosphate
R06521	R06521	3-sn-phosphatidate phosphohydrolase; Sphingosine 1-phosphate + H2O <=> Sphingosine + Orthophosphate
R06522	R06522	3-sn-phosphatidate phosphohydrolase; Ceramide 1-phosphate + H2O <=> N-Acylsphingosine + Orthophosphate
R06523	R06523	trans,trans-farnesyl-diphosphate diphosphate-lyase (cyclizing, vetispiradiene-forming); trans,trans-Farnesyl diphosphate <=> Vetispiradiene + Diphosphate
R06525	R06525	sphinganine,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating); Sphinganine + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Phytosphingosine + 2 Ferricytochrome b5 + H2O
R06526	R06526	dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating); Dihydroceramide + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Phytoceramide + 2 Ferricytochrome b5 + H2O
R06527	R06527	acyl-CoA: phytosphingosine N-acyltransferase; C26-CoA + Phytosphingosine <=> CoA + Phytoceramide
R06528	R06528	Phytoceramide amidohydrolase; Phytoceramide + H2O <=> Fatty acid + Phytosphingosine
R06529	R06529	adenosylcobyric acid:(R)-1-aminopropan-2-yl phosphate ligase; Adenosyl cobyrinate hexaamide + D-1-Aminopropan-2-ol O-phosphate + ATP <=> Adenosyl cobinamide phosphate + ADP + Orthophosphate
R06530	R06530	L-threonine-O-3-phosphate carboxy-lyase; L-Threonine O-3-phosphate <=> D-1-Aminopropan-2-ol O-phosphate + CO2
R06531	R06531	ATP:L-threonine O-phosphotransferase; L-Threonine + ATP <=> L-Threonine O-3-phosphate + ADP
R06532	R06532	(2R,3S)-catechin:NADP+ 4-oxidoreductase; Leucocyanidin + NADPH + H+ <=> (+)-Catechin + NADP+ + H2O
R06533	R06533	(2R,3S)-gallocatechin:NADP+ 4-oxidoreductase; Leucodelphinidin + NADPH + H+ <=> (+)-Gallocatechin + NADP+ + H2O
R06534	R06534	UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Pelargonidin + UDP-glucose <=> Pelargonidin 3-O-glucoside + UDP
R06535	R06535	UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Cyanidin + UDP-glucose <=> Chrysanthemin + UDP
R06536	R06536	UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Delphinidin + UDP-glucose <=> Delphinidin 3-O-glucoside + UDP
R06537	R06537	apigenin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating); Apigenin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Luteolin + [Oxidized NADPH---hemoprotein reductase] + H2O
R06538	R06538	kaempferol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating); Kaempferol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Quercetin + [Oxidized NADPH---hemoprotein reductase] + H2O
R06539	R06539	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase; Dihydromyricetin + 2-Oxoglutarate + Oxygen <=> Myricetin + Succinate + CO2 + H2O
R06540	R06540	leucocyanidin,2-oxoglutarate:oxygen oxidoreductase; cis-3,4-Leucopelargonidin + 2-Oxoglutarate + Oxygen <=> Dihydrokaempferol + Succinate + CO2 + H2O
R06541	R06541	flavan-3-ol:NADP+ oxidoreductase; (-)-Epiafzelechin + 2 NADP+ <=> Pelargonidin + 2 NADPH + H+
R06542	R06542	flavan-3-ol:NADP+ oxidoreductase; (-)-Epicatechin + 2 NADP+ <=> Cyanidin + 2 NADPH + H+
R06543	R06543	flavan-3-ol:NADP+ oxidoreductase; (-)-Epigallocatechin + 2 NADP+ <=> Delphinidin + 2 NADPH + H+
R06546	R06546	UDP-alpha-D-glucose:cyanidin-3-O-beta-D-glucoside 5-O-glucosyltransferase; Chrysanthemin + UDP-glucose <=> Cyanin + UDP
R06547	R06547	UDP-alpha-D-glucose:cyanidin-3-O-(6-O-p-coumaroyl)glucoside 5-O-glucosyltransferase; Cyanidin 3-O-(6-O-p-coumaroyl)glucoside + UDP-glucose <=> Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside + UDP
R06556	R06556	flavanone lyase (decyclizing); Isoliquiritigenin <=> Liquiritigenin
R06558	R06558	Adenosyl cobinamide + GTP <=> Adenosyl cobinamide phosphate + GDP
R06560	R06560	formononetin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Formononetin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxyformononetin + [Oxidized NADPH---hemoprotein reductase] + H2O
R06561	R06561	biochanin A,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating); Biochanin A + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 2'-Hydroxybiochanin A + [Oxidized NADPH---hemoprotein reductase] + H2O
R06562	R06562	vestitone:NADP+ oxidoreductase; 2'-Hydroxyformononetin + NADPH + H+ <=> (-)-Vestitone + NADP+
R06563	R06563	ferreirin:NADP+ oxidoreductase; 2'-Hydroxybiochanin A + NADPH + H+ <=> Ferreirin + NADP+
R06564	R06564	S-adenosyl-L-methionine:isoflavone 4'-O-methyltransferase; Daidzein + S-Adenosyl-L-methionine <=> Formononetin + S-Adenosyl-L-homocysteine
R06568	R06568	malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing, reducing); p-Coumaroyl-CoA + 3 Malonyl-CoA + NADPH + H+ <=> Isoliquiritigenin + 4 CoA + 3 CO2 + NADP+ + H2O
R06569	R06569	cinnamaldehyde:NADP+ oxidoreductase (CoA-cinnamoylating); 5-Hydroxyferuloyl-CoA + NADPH + H+ <=> 5-Hydroxyconiferaldehyde + CoA + NADP+
R06570	R06570	cinnamyl-alcohol:NADP+ oxidoreductase; 5-Hydroxyconiferaldehyde + NADPH + H+ <=> 5-Hydroxyconiferyl alcohol + NADP+
R06571	R06571	cinnamyl-alcohol:NADP+ oxidoreductase; Caffeic aldehyde + NADPH + H+ <=> Caffeyl alcohol + NADP+
R06572	R06572	Coniferyl aldehyde + NADPH + H+ + Oxygen <=> 5-Hydroxyconiferaldehyde + NADP+ + H2O
R06573	R06573	Coniferyl alcohol + NADPH + H+ + Oxygen <=> 5-Hydroxyconiferyl alcohol + NADP+ + H2O
R06574	R06574	caffeic aldehyde:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; Caffeic aldehyde + S-Adenosyl-L-methionine <=> Coniferyl aldehyde + S-Adenosyl-L-homocysteine
R06575	R06575	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; Caffeyl alcohol + S-Adenosyl-L-methionine <=> Coniferyl alcohol + S-Adenosyl-L-homocysteine
R06576	R06576	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; 5-Hydroxyconiferaldehyde + S-Adenosyl-L-methionine <=> Sinapoyl aldehyde + S-Adenosyl-L-homocysteine
